Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),BMI,recovery_time
21.0,Male,51.9,1.57,170.0,167.0,73.0,1.25,1082.0,Strength,27.5,1.6,3.0,18.89,55.749409538133534
33.0,Male,92.8,1.59,161.0,150.0,52.0,1.19,1640.0,Cardio,23.8,2.6,3.0,15.84,61.14952224389407
58.0,Female,40.0,1.7,193.0,120.0,52.0,0.99,1178.0,Yoga,21.2,2.5,5.0,12.32,67.48878850875468
36.0,Female,44.9,1.79,166.0,120.0,74.0,1.66,811.0,HIIT,16.2,3.3,3.0,29.4,65.69987362822718
33.0,Male,78.6,1.7,161.0,168.0,65.0,2.0,855.0,Cardio,10.0,3.2,2.0,16.53,62.27463599633828
29.0,Male,53.8,1.66,163.0,133.0,64.0,2.0,1187.0,Strength,34.5,1.5,4.0,23.95,69.0856138599427
26.0,Female,91.7,1.58,167.0,120.0,52.0,1.65,1334.0,Cardio,29.2,2.6,2.0,19.95777401129943,52.19656188726058
44.0,Male,63.3,1.88,189.0,150.0,74.0,1.02,1184.0,Strength,16.5,3.5,4.0,13.03,45.758665448431614
42.0,Female,98.1,1.73,165.0,120.0,69.0,1.52,477.0,Yoga,21.7,1.9,2.0,15.29,43.67712293352732
39.0,Male,129.9,1.81,190.0,140.0,74.0,1.89,1033.6989307822173,HIIT,14.9,2.5,2.0,26.54,64.07402572274452
32.0,Male,87.2,1.5,193.0,152.0,58.0,1.28,1538.0,Cardio,23.2,2.1,3.0,16.29,55.72061368236137
31.0,Male,64.8,1.71,174.0,164.0,57.0,1.64,857.0,HIIT,26.2,2.7,4.0,23.64,27.413067249750227
48.0,Male,51.6,1.8,181.0,161.0,68.0,0.82,1487.0,Cardio,22.5,1.9,4.0,13.29,27.334616277011012
21.0,Male,69.4,1.85,177.0,153.0,74.0,1.55,879.0,Strength,10.0,2.4,3.0,17.58,67.1549482886125
38.0,Female,77.4,1.54,169.0,149.0,50.0,2.0,867.0,Strength,29.0,3.6,5.0,13.58,65.66852570387131
58.0,Female,76.3,1.56,190.0,145.0,72.0,2.0,913.0,Strength,23.509360986547083,3.3,3.0,16.67,42.04618241147065
42.0,Female,82.3,1.94,198.0,132.0,57.0,1.46,1050.0,Yoga,10.0,3.2,3.0,20.23,57.04258220601236
40.0,Female,95.5,1.84,196.0,144.0,68.0,1.94,1568.0,Yoga,26.7,3.7,3.0,17.55,46.97983421557242
19.0,Male,60.7,1.7,183.0,128.0,74.0,1.22,817.0,Strength,20.9,2.8,4.0,35.87,58.716310818810754
34.0,Male,40.0,1.88,188.0,131.0,54.0,1.29,840.0,Cardio,11.9,1.9,3.0,18.81,40.999964335930656
37.0,Female,63.1,1.84,185.0,158.0,56.0,1.3,1248.0,HIIT,31.9,3.5,3.0,26.39,56.00333363671443
51.0,Female,55.7,1.5,188.0,143.0,58.0,1.19,1302.0,HIIT,27.7,2.0,3.0,28.28,26.98522516586055
52.0,Male,53.1,1.55,184.0,167.0,50.0,1.95,1205.0,Strength,14.6,3.5,5.0,12.32,47.24622626649752
52.0,Female,65.8,1.82,168.0,167.0,71.0,1.15,751.0,Strength,17.1,1.5,3.0,32.86,28.420698541474497
18.0,Female,67.60663667041621,1.72,169.0,136.0,66.0,2.0,945.0,Strength,22.8,3.3,4.0,26.19,29.51941541187511
35.0,Female,40.4,1.71,176.0,130.0,70.0,1.97,1110.0,HIIT,17.0,3.6,4.0,29.32,24.337730072417514
45.0,Male,40.0,1.75,194.0,120.0,50.0,1.67,1296.0,Yoga,28.8,1.9,3.0,26.88,61.46191357783032
31.0,Male,40.0,2.0,176.0,162.0,69.0,1.45,949.0,Cardio,26.9,3.2,3.0,30.36,46.17825888511501
27.0,Male,40.0,1.68,166.0,128.0,59.0,1.6,1112.0,Yoga,10.0,2.6,4.0,19.67,50.17957799367086
27.0,Female,60.1,1.94,184.0,162.0,74.0,2.0,1033.6989307822173,Strength,27.2,3.4,3.0,14.02,59.18597944059306
18.0,Male,73.0,1.89,172.0,153.0,56.0,1.19,596.0,Cardio,15.6,3.4,5.0,17.22,70.76290502594424
35.0,Female,127.6,1.65,174.0,156.0,56.0,1.9,1084.0,HIIT,20.4,3.4,5.0,15.36,29.191492838016877
49.0,Female,67.60663667041621,1.72,171.0,122.0,73.0,1.02,614.0,HIIT,21.6,1.8,4.0,18.86,66.2124750240983
19.0,Female,43.6,1.7,168.0,126.0,55.0,1.42,685.0,HIIT,23.9,1.5,4.0,19.35,49.32475832861133
24.0,Male,54.0,1.71,191.0,169.0,71.0,1.23,730.0,Cardio,29.0,2.7,2.0,15.39,31.55902309015225
44.0,Male,53.1,1.64,160.0,160.0,74.0,1.65,749.0,Cardio,27.0,3.2,3.3392652123995408,27.79,65.89510391165891
21.0,Female,87.8,1.88,195.0,133.0,74.0,1.95,621.0,HIIT,19.9,3.4,3.0,20.22,27.34131651964841
42.0,Male,67.4,1.91,191.0,146.0,52.0,1.26,1033.6989307822173,HIIT,26.9,3.7,3.0,23.62,36.23647242181912
38.0,Male,82.7,2.0,178.0,138.0,72.0,1.46,1219.0,Yoga,25.8,3.6,4.0,24.74,66.85300219500529
33.0,Male,84.0,1.7,194.0,156.0,73.0,0.5,580.0,Cardio,20.5,2.5,3.0,13.38,52.80020425274848
18.0,Female,58.4,1.87,167.0,168.0,74.0,1.42,1306.0,Cardio,26.9,3.2,2.0,17.66,59.94059113223163
48.0,Male,63.8,1.79,185.0,135.0,71.0,1.69,1242.0,HIIT,29.7,1.5,4.0,25.54,43.37219562735636
45.0,Male,94.6,1.69,178.0,147.0,56.0,1.95,1105.0,Yoga,29.9,1.8,2.0,15.15,57.60652456775587
21.0,Female,40.0,1.58,165.0,134.0,69.0,1.05,624.0,Strength,29.2,1.7,3.0,12.47,52.85945513926229
59.0,Female,71.1,1.73,184.0,125.0,66.0,1.07,691.0,Cardio,25.2,2.6,2.0,34.41,60.176831496728845
33.0,Female,76.3,1.88,169.0,161.0,69.0,1.3915981992121553,1265.0,Cardio,24.2,1.5,4.0,14.97,69.69415242414183
22.0,Female,48.6,1.72,177.0,156.0,70.0,1.39,708.0,Yoga,25.4,3.4,3.0,20.42,43.884914740170416
42.0,Male,57.3,1.73,194.0,153.0,65.0,1.97,1132.0,Strength,22.2,3.2,4.0,19.54,71.24292007944436
36.0,Female,55.9,1.76,181.0,169.0,74.0,1.91,474.0,Strength,18.2,1.5,5.0,12.32,35.6020864921119
41.0,Male,73.2,2.0,179.0,161.0,58.0,1.06,758.0,HIIT,17.6,1.8,2.0,18.61,35.756756933018664
23.0,Male,58.7,1.69,189.0,135.0,63.95115103874228,1.37,1231.0,Yoga,26.6,3.3,2.0,23.64,35.9929586365483
24.0,Female,91.8,1.82,171.0,140.0,52.0,2.0,1065.0,Strength,16.1,2.7,4.0,24.37,59.58296662392736
42.0,Female,47.7,1.72,183.0,150.0,57.0,1.95,782.0,Yoga,31.4,3.1,3.0,14.27,54.22062208301951
55.0,Female,51.9,1.64,171.0,150.0,68.0,1.05,1619.0,Strength,22.8,2.2,5.0,25.06,45.05059288319757
36.0,Male,60.1,1.78,186.0,169.0,51.0,1.46,1108.0,Cardio,35.0,2.0,3.0,16.06,46.09425357964115
18.0,Female,40.0,1.56,196.0,149.0,56.0,0.79,1027.0,Strength,27.6,1.9,2.0,12.98,47.53823825766184
23.0,Female,64.7,2.0,184.0,169.0,55.0,1.46,860.0,Strength,32.4,2.5,5.0,20.45,35.27389761927648
24.0,Male,73.0,1.61,188.0,131.0,60.0,0.56,864.0,Yoga,27.4,3.6,2.0,12.36,68.19748840025653
41.0,Male,90.3,1.76,180.0,146.25932203389831,70.0,1.96,1596.0,Cardio,22.6,2.3,4.0,12.32,59.37559971426528
48.0,Female,79.1,1.63,168.0,135.0,53.0,1.15,1302.0,Yoga,35.0,3.3,4.0,27.86,33.43510813474486
47.0,Female,82.2,1.72,174.0,126.0,70.0,1.15,1211.0,Yoga,25.0,3.7,2.0,12.4,58.55652628199525
54.0,Male,40.0,1.79,162.0,162.0,54.0,2.0,444.0,Yoga,16.9,2.3,5.0,22.6,56.592702851518006
33.0,Female,60.7,1.57,179.0,135.0,69.0,1.24,964.0,HIIT,26.0,2.9,3.0,15.19,58.76865512490151
50.0,Female,76.4,1.54,172.0,133.0,71.0,1.3,1311.0,Strength,25.2,2.1,3.0,33.64,29.18746851591921
49.0,Female,95.6,1.67,164.0,134.0,74.0,1.71,466.0,Cardio,26.0,1.8,3.0,14.67,45.01680551425682
25.0,Female,85.1,1.98,185.0,148.0,58.0,1.29,785.0,Yoga,22.5,3.5,4.0,14.37,33.516422333035024
34.0,Female,72.9,1.71,164.0,122.0,73.0,1.78,432.0,HIIT,27.8,1.5,2.0,20.67,62.65513063301045
30.0,Female,42.2,1.63,177.0,134.0,74.0,2.0,685.0,Yoga,26.4,3.7,3.0,28.27,69.73904686496259
49.0,Male,40.0,1.76,193.0,124.0,72.0,1.3,1196.0,Cardio,11.2,2.2,4.0,16.86,29.06196736293279
18.0,Male,51.8,1.58,164.0,164.0,51.0,0.84,1110.0,Cardio,25.8,3.5,3.0,16.04,24.061569131494497
31.0,Male,91.5,1.7392333709131906,189.0,169.0,58.0,1.51,786.0,Yoga,24.6,3.6,3.0,19.09,55.10151316226682
22.0,Male,64.6,2.0,196.0,137.0,73.0,0.85,704.0,HIIT,21.4,2.5,3.0,22.43,42.046748553388085
54.0,Male,55.2,1.8,168.0,137.0,55.0,2.0,1472.0,HIIT,27.0,3.1,4.0,23.47,58.25670353075435
49.0,Female,105.3,1.83,165.0,150.0,70.0,1.53,699.0,Strength,31.4,3.7,3.0,39.35,63.090515165848416
18.0,Male,74.1,1.76,170.0,135.0,62.0,1.24,1214.0,Cardio,13.7,2.5,3.0,13.25,28.597740212292443
46.0,Female,40.0,1.75,170.0,142.0,63.0,0.96,919.0,Cardio,22.3,2.4,4.0,12.41,35.25300313117303
18.0,Male,91.1,1.76,197.0,162.0,59.0,1.52,1362.0,Cardio,28.8,3.4,3.0,14.34,46.31987348157557
21.0,Female,49.2,1.64,177.0,164.0,53.0,0.58,1114.0,HIIT,23.3,2.9,3.0,23.08,33.095544590036326
44.0,Female,87.8,1.77,163.0,157.0,67.0,1.18,1033.6989307822173,Yoga,23.7,2.0,4.0,12.32,57.49754588629715
48.0,Female,40.0,1.77,180.0,127.0,54.0,1.48,1460.0,HIIT,27.2,2.4,5.0,18.51,68.8928145519554
48.0,Female,60.0,1.92,165.0,140.0,72.0,2.0,1751.0,HIIT,11.1,1.5,2.0,32.68,27.32802354886656
51.0,Female,46.2,1.73,192.0,169.0,62.0,1.55,1389.0,Cardio,32.8,1.7,3.3392652123995408,14.87,50.58542273468841
36.0,Male,68.2,1.91,188.0,131.0,69.0,2.0,1162.0,Strength,33.1,1.5,3.0,19.95777401129943,68.8032264164471
44.0,Male,56.1,1.68,191.0,152.0,69.0,1.8,1223.0,Strength,15.4,2.6,4.0,17.28,57.42827883325455
24.0,Male,51.7,1.93,182.0,158.0,70.0,1.3915981992121553,1783.0,Yoga,24.4,2.7,2.0,16.29,45.595555453147945
51.0,Male,65.8,1.62,191.0,169.0,74.0,1.36,1073.0,HIIT,28.2,3.5,2.0,21.21,44.90883116254935
32.0,Female,40.0,1.88,174.0,148.0,50.0,1.94,1436.0,Strength,27.4,2.706644144144144,2.0,12.32,38.67389392888661
45.0,Male,59.5,1.61,194.0,121.0,55.0,1.3,741.0,Cardio,24.5,2.0,4.0,21.71,35.8775788917353
58.0,Male,73.5,1.93,175.0,169.0,61.0,1.45,1019.0,HIIT,14.0,2.7,2.0,14.74,41.263497172054926
21.0,Male,54.7,1.56,191.0,157.0,55.0,1.13,682.0,\tCardio,25.2,1.5,4.0,19.95777401129943,42.79149394992246
18.0,Female,52.1,1.73,183.0,135.0,74.0,1.4,1141.0,Cardio,23.9,3.1,3.0,12.32,44.71868253243202
20.0,Female,104.3,1.79,197.0,158.0,72.0,1.3,933.0,Strength,23.4,3.2,2.0,16.4,43.62470138520892
39.0,Female,65.3,1.61,187.0,141.0,74.0,1.69,1783.0,HIIT,30.3,3.4,3.0,21.86,67.9326197687348
52.0,Male,47.8,1.79,168.0,144.0,68.0,0.95,715.0,Cardio,27.3,2.4,5.0,17.21,55.487194238267605
18.0,Female,51.1,1.83,180.0,130.0,57.0,1.05,939.0,Strength,17.0,3.0,3.0,16.85,70.03400122845146
34.0,Male,62.5,1.87,185.0,167.0,73.0,0.96,1353.0,Cardio,29.6,2.3,4.0,31.91,57.55602320681679
59.0,Female,57.4,1.56,190.0,156.0,72.0,1.15,813.0,Cardio,18.5,2.7,3.0,25.59,38.502923766520176
37.0,Male,108.7,1.55,163.0,122.0,68.0,1.19,1104.0,Strength,26.9,1.6,4.0,26.23,29.64699834616669
41.0,Female,40.0,1.6,164.0,143.0,73.0,1.52,727.0,Yoga,23.5,3.4,5.0,15.53,49.95276509330718
53.0,Female,65.2,1.72,196.0,152.0,50.0,1.87,1073.0,Cardio,24.8,3.7,3.3392652123995408,22.39,62.57452048422898
23.0,Male,90.0,1.58,172.0,164.0,60.0,0.78,682.0,Strength,25.0,3.2,4.0,12.32,44.235823171279804
28.0,Female,91.6,1.68,191.0,128.0,59.0,0.68,1783.0,Yoga,19.1,2.6,2.0,12.48,35.1022164893212
48.0,Female,84.1,1.69,187.0,136.0,56.0,1.68,758.0,Strength,22.2,2.3,3.0,16.11,56.03675453875506
43.0,Female,57.8,1.57,190.0,142.0,56.0,1.39,698.0,Strength,21.3,1.6,4.0,20.73,51.42619275939271
55.0,Female,100.0,1.63,183.0,155.0,74.0,2.0,1256.0,Cardio,10.5,2.4,3.0,12.32,44.05148853168337
30.0,Female,61.9,1.55,181.0,150.0,72.0,1.93,1117.0,HIIT,27.1,3.6,3.0,12.32,28.786573079208004
19.0,Male,58.6,1.64,187.0,135.0,66.0,1.18,1564.0,Yoga,10.0,3.4,3.0,21.91,55.084023133428985
21.0,Male,80.8,1.8,195.0,137.0,64.0,1.1,1285.0,Cardio,29.8,2.7,3.0,21.28,53.00359248603152
21.0,Female,42.7,1.81,166.0,139.0,71.0,1.42,1044.0,Cardio,26.0,3.2,3.0,12.32,54.134284279061376
29.0,Male,60.9,1.86,191.0,152.0,60.0,1.79,1108.0,Strength,31.5,1.5,4.0,42.08,45.16952465968525
40.0,Male,78.8,1.7,176.0,169.0,63.0,1.78,1179.0,Strength,21.1,1.9,2.0,17.55,48.76991931641352
37.0,Female,85.3,1.69,162.0,136.0,71.0,1.49,859.0,HIIT,22.8,3.4,4.0,19.95,25.155582212370533
47.0,Female,84.8,1.58,180.0,157.0,54.0,0.83,940.0,Cardio,26.3,1.9,5.0,17.99,57.98656322227198
50.0,Female,72.7,1.74,191.0,146.25932203389831,67.0,0.77,1047.0,Cardio,15.5,3.5,3.0,12.32,54.47804082347196
43.0,Male,57.4,1.69,166.0,143.0,66.0,1.14,775.0,Strength,23.7,3.3,3.0,13.31,44.298110827177055
33.0,Male,40.0,1.81,189.0,157.0,71.0,1.32,1298.0,HIIT,20.1,3.4,2.0,16.68,52.55466112221546
33.0,Female,129.9,1.56,189.0,138.0,73.0,2.0,993.0,Strength,34.0,2.3,3.0,24.54,38.26031143517906
50.0,Male,55.0,1.5,177.0,120.0,69.0,1.07,715.0,Yoga,27.2,1.7,4.0,26.53,42.26245656103416
45.0,Male,67.60663667041621,1.7,162.0,120.0,63.0,1.79,731.0,Yoga,31.7,2.706644144144144,4.0,13.71,38.09310887391152
18.0,Male,41.6,1.94,168.0,153.0,57.0,0.86,1068.0,Strength,25.0,3.1,4.0,19.74,59.310656293112274
43.0,Male,56.9,1.68,161.0,154.0,61.0,2.0,742.0,Strength,26.5,2.0,3.0,21.48,35.063605858161324
20.0,Female,84.8,1.74,165.0,151.0,59.0,1.49,717.0,HIIT,24.9,3.4,4.0,14.13,62.67700173142261
24.0,Female,96.9,1.88,181.0,166.0,72.0,1.36,1220.0,Cardio,15.8,3.7,3.0,30.18,35.96099342652886
24.0,Male,81.2,1.56,182.0,166.0,66.0,1.62,1148.0,Yoga,25.5,2.7,4.0,31.34,32.49636510549997
53.0,Female,70.5,1.9,198.0,146.0,69.0,0.84,766.0,Cardio,31.9,2.9,5.0,16.4,53.16124906384996
38.0,Male,58.7,1.72,189.0,152.0,58.0,1.21,1063.0,HIIT,21.2,1.6,3.0,23.03,32.120000718158195
26.0,Male,62.0,1.65,199.0,142.0,56.0,1.61,1361.0,HIIT,35.0,3.5,2.0,13.96,54.41334139223805
18.0,Male,100.6,1.74,179.0,138.0,68.0,1.2,1261.0,Cardio,23.2,3.5,2.0,20.9,34.409053627555785
33.0,Female,63.0,1.71,189.0,126.0,57.0,1.24,1175.0,Strength,25.6,3.2,3.0,15.02,41.60505289495156
45.0,Male,52.7,1.82,172.0,129.0,69.0,0.62,1783.0,Yoga,22.9,3.2,3.0,24.95,66.33121190276665
29.0,Male,79.4,1.71,186.0,124.0,74.0,2.0,877.0,Yoga,29.6,1.5,3.0,27.97,38.54871630187688
57.0,Female,57.6,1.86,169.0,120.0,73.0,1.99,929.0,HIIT,22.9,2.4,3.3392652123995408,14.02,53.50235292874367
37.0,Male,108.5,1.97,192.0,120.0,74.0,2.0,1091.0,Cardio,27.2,1.5,2.0,23.59,31.494279286629496
34.0,Female,73.9,1.75,192.0,165.0,74.0,1.64,816.0,Cardio,35.0,1.5,3.0,22.1,61.83119112341314
57.0,Male,67.9,1.78,187.0,163.0,59.0,2.0,1168.0,Yoga,23.9,3.7,3.0,19.95777401129943,68.69188614431441
36.0,Male,72.8,1.63,184.0,130.0,68.0,1.44,669.0,HIIT,25.1,1.7,3.0,12.32,40.04346428521353
34.0,Female,57.6,1.7,167.0,141.0,68.0,0.88,710.0,Cardio,14.7,1.5,3.0,15.66,47.76369370971972
48.0,Female,49.3,1.74,179.0,142.0,74.0,1.31,723.0,HIIT,19.2,3.5,4.0,19.2,61.56452315903756
18.0,Male,41.6,1.85,181.0,169.0,52.0,2.0,1130.0,Yoga,14.5,3.4,5.0,12.32,69.41604085378856
33.0,Male,65.6,1.87,189.0,168.0,56.0,1.16,1437.0,Yoga,16.3,3.5,2.0,17.53,34.38331467149126
43.0,Female,73.6,1.79,170.0,169.0,72.0,1.16,1408.0,Strength,17.4,1.5,4.0,14.69,44.87603911713782
49.0,Female,56.0,1.6,183.0,169.0,66.0,0.98,1263.0,Strength,27.9,1.7,5.0,20.47,27.82342098116615
48.0,Female,40.0,1.66,189.0,120.0,74.0,1.36,614.0,Cardio,14.8,2.1,3.0,12.32,31.044500656478206
44.0,Female,88.2,1.88,192.0,169.0,51.0,2.0,1783.0,HIIT,28.5,1.9,4.0,12.32,38.597499314938325
27.0,Female,55.8,1.67,192.0,167.0,74.0,2.0,642.0,Yoga,28.8,3.4,3.0,28.68,41.03551809227624
41.0,Male,73.2,1.75,190.0,137.0,58.0,1.24,1048.0,Strength,30.4,3.4,2.0,23.65,28.58389581451232
44.0,Male,40.0,1.72,179.0,124.0,74.0,0.85,1043.0,Cardio,22.8,2.1,5.0,20.78,32.56353426418419
54.0,Male,58.5,1.96,185.0,133.0,60.0,2.0,1131.0,Yoga,13.1,2.5,3.0,18.11,66.78665231557672
45.0,Female,57.5,1.55,190.0,123.0,54.0,1.33,893.0,HIIT,28.8,3.3,3.0,17.65,50.61850216358932
24.0,Female,55.6,1.73,175.0,120.0,71.0,1.09,775.0,Yoga,17.2,3.0,4.0,22.74,36.28658768765246
55.0,Female,67.60663667041621,1.83,194.0,162.0,72.0,1.99,1374.0,HIIT,27.6,2.0,3.0,17.74,40.26052310130596
32.0,Female,42.4,1.79,176.0,135.0,56.0,1.63,843.0,Yoga,27.1,1.5,2.0,18.17,59.43059129348906
33.0,Female,77.0,1.69,191.0,154.0,58.0,1.16,1187.0,Cardio,29.1,3.2,4.0,12.32,44.75955926948937
28.0,Female,74.7,1.69,163.0,158.0,58.0,1.37,854.0,HIIT,14.0,3.4,4.0,13.79,66.19409890013218
59.0,Male,65.1,1.68,161.0,144.0,62.0,2.0,1050.0,Strength,26.1,2.0,5.0,23.59,25.555268746792223
21.0,Female,40.0,1.8,176.0,122.0,73.0,1.37,1171.0,HIIT,10.0,3.7,3.0,19.84,24.62811262021889
23.0,Male,64.3,1.58,160.0,123.0,62.0,1.02,1360.0,Strength,22.0,3.4,4.0,19.45,46.5272415120706
20.0,Female,43.6,1.6,165.0,141.0,60.0,1.37,1783.0,Strength,16.9,1.5,4.0,15.52,30.094639930813344
21.0,Male,100.4,1.62,188.0,128.0,73.0,1.4,614.0,Strength,29.3,3.3,2.0,33.21,45.82994066085391
48.0,Female,73.8,1.88,191.0,151.0,59.0,1.88,1783.0,Cardio,19.2,2.0,4.0,12.32,43.35244480744071
23.0,Male,52.3,1.74,184.0,122.0,65.0,1.38,915.0,Yoga,10.0,3.5,4.0,18.17,59.39690831896059
51.0,Male,57.3,1.71,188.0,169.0,50.0,1.09,1375.0,Strength,28.1,3.6,2.0,19.69,64.88938947898248
30.0,Male,70.7,1.64,196.0,136.0,63.95115103874228,1.38,1608.0,Cardio,13.0,1.6,5.0,20.83,37.01339124255751
20.0,Male,92.8,2.0,195.0,154.0,58.0,1.44,676.0,Yoga,24.3,1.5,4.0,16.6,40.294564945129615
18.0,Male,56.2,1.75,164.0,127.0,57.0,1.45,952.0,Strength,29.6,3.5,4.0,17.29,56.17537606577564
24.0,Female,65.3,1.74,178.0,168.0,63.0,1.12,984.0,HIIT,25.6,3.3,4.0,19.87,45.532998430698704
37.0,Male,60.2,1.76,194.0,169.0,72.0,1.7,1114.0,Yoga,31.4,1.8,4.0,32.81,27.85065536250084
54.0,Female,56.6,1.67,199.0,123.0,60.0,1.09,962.0,Strength,25.0,3.1,5.0,12.32,62.98892814169888
34.0,Male,63.8,1.8,192.0,129.0,54.0,1.92,1229.0,Cardio,13.8,3.1,4.0,14.24,55.31775275926144
42.0,Female,58.4,1.7,164.0,156.0,50.0,1.43,1427.0,Strength,23.6,2.5,3.3392652123995408,16.68,41.4082188164661
43.0,Female,43.9,1.82,173.0,164.0,72.0,1.61,567.0,HIIT,16.3,3.2,3.0,19.29,70.44916859924926
55.0,Female,91.1,1.85,190.0,149.0,74.0,1.49,649.0,Strength,31.8,3.0,3.0,29.5,70.58660404129603
43.0,Female,40.0,1.55,172.0,159.0,59.0,1.28,1480.0,Yoga,19.9,3.0,3.0,21.42,36.22528075670583
59.0,Male,40.0,1.7392333709131906,185.0,132.0,50.0,1.32,1266.0,HIIT,22.7,2.3,4.0,12.32,55.08806962103994
49.0,Female,40.0,1.89,192.0,168.0,50.0,1.51,837.0,Strength,29.4,3.5,3.0,16.63,49.15483101900529
27.0,Female,96.8,1.73,174.0,136.0,71.0,1.91,887.0,Strength,31.7,2.6,3.0,19.05,70.40856820657487
18.0,Male,80.5,1.7392333709131906,196.0,159.0,55.0,2.0,816.0,Yoga,25.2,2.3,2.0,22.13,47.4216924484553
20.0,Male,43.5,1.52,189.0,146.0,63.0,2.0,1213.0,Strength,24.3,2.5,4.0,25.35,24.86343633579393
55.0,Male,54.2,1.62,197.0,127.0,56.0,1.18,335.0,Strength,28.3,2.4,2.0,20.94,65.17011739659763
34.0,Male,59.8,1.77,186.0,151.0,55.0,0.97,792.0,Yoga,23.0,2.1,3.0,24.41,30.111011642241632
18.0,Female,52.2,1.75,171.0,165.0,72.0,1.45,570.0,Strength,26.1,3.4,4.0,12.48,43.904541960709054
40.0,Male,45.4,1.84,167.0,156.0,50.0,1.13,771.0,Cardio,11.5,3.5,4.0,12.32,46.74501167660583
28.0,Female,62.1,1.68,191.0,130.0,74.0,0.85,1098.0,Strength,13.9,2.8,4.0,28.14,34.10335328600943
26.0,Male,72.8,1.57,196.0,138.0,61.0,1.04,1382.0,Strength,29.8,3.4,2.0,16.61,42.111692192297895
27.0,Female,73.5,1.92,168.0,155.0,50.0,1.18,1048.0,Strength,14.2,3.4,5.0,18.37,25.46664192907733
22.0,Male,78.4,1.66,182.0,168.0,70.0,1.67,495.0,Strength,10.0,2.5,3.0,19.29,42.51718834019447
51.0,Female,87.1,1.77,185.0,126.0,60.0,1.46,990.0,Cardio,21.1,3.4,2.0,12.9,39.72443081057445
45.0,Male,76.3,1.67,177.0,168.0,50.0,1.41,1013.0,Cardio,11.6,3.1,3.0,14.42,49.99617043578111
33.0,Female,75.5,1.85,181.0,147.0,59.0,1.22,1267.0,HIIT,21.8,2.8,3.0,18.19,54.39568018471307
44.0,Female,49.3,1.55,193.0,168.0,72.0,1.48,918.0,Cardio,21.5,3.6,5.0,21.77,46.008325217117005
56.0,Female,92.0,1.86,184.0,167.0,71.0,1.56,999.0,Cardio,24.2,2.1,5.0,31.52,69.44846243281587
46.0,Male,92.6,1.76,197.0,144.0,74.0,0.96,1291.0,HIIT,13.8,3.3,2.0,12.37,54.9960999667049
23.0,Male,83.0,1.74,160.0,120.0,72.0,1.35,1628.0,Yoga,21.0,3.3,5.0,15.13,63.160289324281294
21.0,Female,78.5,1.8,179.0,169.0,59.0,1.64,683.0,Yoga,23.9,2.7,4.0,22.33,64.64655035202287
56.0,Female,56.2,1.69,198.0,155.0,74.0,1.64,1486.0,Cardio,24.4,1.8,2.0,21.59,57.944684790964565
58.0,Male,87.4,1.64,188.0,148.0,57.0,0.56,1249.0,Strength,10.0,3.5,3.0,16.94,27.735140947735893
26.0,Male,92.2,1.59,176.0,143.0,55.0,1.57,1050.0,Strength,24.5,2.4,4.0,23.0,45.52876067284154
18.0,Male,83.1,1.94,188.0,153.0,56.0,1.41,1180.0,Yoga,24.4,3.3,3.0,17.84,53.68918306472171
36.0,Female,47.1,1.72,194.0,145.0,50.0,1.3915981992121553,843.0,Strength,21.8,1.9,3.0,17.46,51.80085882839674
18.0,Male,53.1,1.7,181.0,169.0,73.0,1.01,1740.0,Strength,23.8,2.3,4.0,19.95777401129943,39.6711501148851
53.0,Female,76.2,1.67,185.0,142.0,68.0,1.55,804.0,HIIT,25.5,3.4,3.0,18.46,56.0532064608386
46.0,Female,48.4,1.82,163.0,163.0,68.0,1.51,1221.0,HIIT,19.2,3.7,5.0,12.32,65.39478938097972
24.0,Female,47.3,1.92,189.0,155.0,74.0,1.4,505.0,HIIT,29.5,3.4,5.0,12.34,59.6425068959276
46.0,Male,91.8,1.7392333709131906,191.0,152.0,71.0,1.32,927.0,Cardio,26.8,1.8,3.0,23.11,43.882231407649805
31.0,Female,71.4,1.68,180.0,143.0,68.0,1.37,606.0,Yoga,23.8,3.2,2.0,21.59,57.15616973186262
24.0,Male,103.6,1.88,175.0,154.0,60.0,1.55,436.0,Yoga,20.9,3.2,3.0,13.85,39.62425474879503
35.0,Female,81.0,1.78,196.0,151.0,67.0,2.0,1246.0,HIIT,10.0,3.3,3.0,19.74,64.86298794279344
55.0,Female,94.9,1.52,196.0,120.0,73.0,2.0,1309.0,HIIT,27.9,1.5,2.0,12.32,36.61145003782645
21.0,Female,80.0,1.67,167.0,169.0,57.0,0.94,899.0,\nStrength,29.8,3.1,3.0,17.15,44.806632211604
29.0,Female,40.0,1.77,191.0,169.0,58.0,1.2,613.0,Strength,22.2,2.2,4.0,29.56,49.98904341626759
35.0,Male,69.5,1.68,172.0,155.0,59.0,1.78,1350.0,HIIT,23.6,1.6,3.0,16.62,71.91298921193089
37.0,Male,48.3,1.81,167.0,134.0,69.0,1.97,1276.0,Yoga,26.1,1.8,3.0,20.81,33.788382968139345
18.0,Male,44.8,1.67,193.0,137.0,61.0,1.3,719.0,Yoga,21.6,2.3,4.0,12.32,58.4377153843588
